"COUNTRY","Country","KEY_IND_PC","Key indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,1.723,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,1.699,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,1.744,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,1.796,"B","Break"
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,1.68,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,1.844,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,1.971,,
"JPN","Japan","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,1.961,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,3.014,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,3.326,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,3.235,"B","Break"
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,3.328,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,3.301,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,3.288,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,3.278,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,3.517,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,3.77,,
"NOR","Norway","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,3.648,"P","Provisional value"
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,2.169,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,1.588,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,1.591,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,1.781,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,2.093,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,1.291,,
"POL","Poland","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,1.175,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,2.893,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,2.579,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,2.447,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,2.578,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,2.734,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,2.556,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,2.269,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,2.711,,
"SVK","Slovak Republic","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,2.804,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,10.241,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,9.852,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,10.309,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,10.52,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,10.786,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,10.763,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,10.95,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,11.018,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,11.354,,
"ESP","Spain","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,11.793,"P","Provisional value"
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,6.912,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,7.092,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,6.48,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,6.573,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,6.79,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,6.627,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,6.596,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,6.509,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,6.703,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,6.872,,
"SWE","Sweden","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2018","2018","PC","Percentage","0","Units",,,6.966,,
"CRI","Costa Rica","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,4.411,,
"CRI","Costa Rica","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,4.687,,
"CRI","Costa Rica","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,4.618,,
"CRI","Costa Rica","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,4.71,,
"CRI","Costa Rica","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,4.994,,
"HRV","Croatia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,10.285,,
"HRV","Croatia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,11.402,,
"EGY","Egypt","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,5.621,,
"EGY","Egypt","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,6.266,,
"EGY","Egypt","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,4.771,,
"EGY","Egypt","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,3.87,,
"EGY","Egypt","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,4.258,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,4.204,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,4.659,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,4.511,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,4.357,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,4.309,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,4.749,,
"EST","Estonia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,5.428,,
"IND","India","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,3.785,"E","Estimated value"
"IND","India","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,3.738,"E","Estimated value"
"IND","India","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,3.744,,
"IND","India","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,3.759,,
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,4.7,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,4.17,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,4.06,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,4,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,3.96,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,4.02,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,4.13,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,4.31,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,4.13,"E","Estimated value"
"IDN","Indonesia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,4.11,"E","Estimated value"
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,6.921,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,7.127,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,6.917,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,6.911,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,6.588,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,6.69,"P","Provisional value"
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,6.444,"P","Provisional value"
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,6.596,"E","Estimated value"
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,6.809,,
"MAR","Morocco","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2018","2018","PC","Percentage","0","Units",,,6.944,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,5.645,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,5.807,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,6.204,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,6.799,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,7.045,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,7.229,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,7.537,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,8.208,,
"PHL","Philippines","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,8.588,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,1.703,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,1.739,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,1.826,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,1.867,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,2.284,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,2.674,,
"ROU","Romania","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,2.787,,
"SVN","Slovenia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,4.788,,
"SVN","Slovenia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,4.819,,
"SVN","Slovenia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,4.847,,
"SVN","Slovenia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,4.942,,
"SVN","Slovenia","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,5.29,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2008","2008","PC","Percentage","0","Units",,,3.039,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2009","2009","PC","Percentage","0","Units",,,2.899,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2010","2010","PC","Percentage","0","Units",,,2.927,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2011","2011","PC","Percentage","0","Units",,,2.777,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2012","2012","PC","Percentage","0","Units",,,2.881,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2013","2013","PC","Percentage","0","Units",,,2.919,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2014","2014","PC","Percentage","0","Units",,,2.958,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2015","2015","PC","Percentage","0","Units",,,2.704,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2016","2016","PC","Percentage","0","Units",,,2.867,,
"ZAF","South Africa","KEYIND_TOURGDPPC","Tourism GDP (direct) as % of total GDP","2017","2017","PC","Percentage","0","Units",,,2.799,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,4.7,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,4.6,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,4.6,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,4.6,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,4.7,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,4.7,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,4.9,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,5,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,5.1,,
"AUS","Australia","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,5.2,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,5.6,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,5.6,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,5.8,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,5.8,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,5.9,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,6.1,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,6.365,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,3.956,,
